,generation,valid_accuracy
0,10.0,0.25
1,20.0,0.3466796875
2,30.0,0.51953125
3,40.0,0.521484375
4,50.0,0.625
5,60.0,0.6884765625
6,70.0,0.6904296875
7,80.0,0.7060546875
8,90.0,0.716796875
9,100.0,0.7373046875
10,110.0,0.73828125
11,120.0,0.7587890625
12,130.0,0.7509765625
13,140.0,0.7529296875
14,150.0,0.755859375
15,160.0,0.759765625
16,170.0,0.78125
17,180.0,0.76953125
18,190.0,0.767578125
19,200.0,0.7783203125
20,210.0,0.806640625
21,220.0,0.765625
22,230.0,0.7734375
23,240.0,0.7802734375
24,250.0,0.8212890625
25,260.0,0.7998046875
26,270.0,0.80859375
27,280.0,0.8125
28,290.0,0.7998046875
29,300.0,0.798828125
30,310.0,0.79296875
31,320.0,0.8232421875
32,330.0,0.7939453125
33,340.0,0.802734375
34,350.0,0.791015625
35,360.0,0.7978515625
36,370.0,0.80078125
37,380.0,0.7978515625
38,390.0,0.81640625
39,400.0,0.82421875
40,410.0,0.783203125
41,420.0,0.787109375
42,430.0,0.7861328125
43,440.0,0.81640625
44,450.0,0.8203125
45,460.0,0.8125
46,470.0,0.806640625
47,480.0,0.8125
48,490.0,0.826171875
49,500.0,0.8095703125
50,510.0,0.8115234375
51,520.0,0.802734375
52,530.0,0.822265625
53,540.0,0.8212890625
54,550.0,0.8095703125
55,560.0,0.8251953125
56,570.0,0.8310546875
57,580.0,0.8330078125
58,590.0,0.8251953125
59,600.0,0.8056640625
60,610.0,0.8291015625
61,620.0,0.8388671875
62,630.0,0.8330078125
63,640.0,0.8564453125
64,650.0,0.8359375
65,660.0,0.8271484375
66,670.0,0.8359375
67,680.0,0.8203125
68,690.0,0.853515625
69,700.0,0.859375
70,710.0,0.83984375
71,720.0,0.8505859375
72,730.0,0.822265625
73,740.0,0.8486328125
74,750.0,0.853515625
75,760.0,0.833984375
76,770.0,0.841796875
77,780.0,0.8271484375
78,790.0,0.8388671875
79,800.0,0.849609375
80,810.0,0.837890625
81,820.0,0.8427734375
82,830.0,0.845703125
83,840.0,0.8291015625
84,850.0,0.84765625
85,860.0,0.837890625
86,870.0,0.8447265625
87,880.0,0.8408203125
88,890.0,0.845703125
89,900.0,0.8564453125
90,910.0,0.8564453125
91,920.0,0.8408203125
92,930.0,0.841796875
93,940.0,0.84375
94,950.0,0.8271484375
95,960.0,0.8291015625
96,970.0,0.84765625
97,980.0,0.85546875
98,990.0,0.87109375
99,1000.0,0.84765625
100,1010.0,0.849609375
101,1020.0,0.880859375
102,1030.0,0.859375
103,1040.0,0.865234375
104,1050.0,0.8505859375
105,1060.0,0.8564453125
106,1070.0,0.853515625
107,1080.0,0.8388671875
108,1090.0,0.869140625
109,1100.0,0.8564453125
110,1110.0,0.8388671875
111,1120.0,0.875
112,1130.0,0.8671875
113,1140.0,0.87890625
114,1150.0,0.8603515625
115,1160.0,0.884765625
116,1170.0,0.875
117,1180.0,0.8662109375
118,1190.0,0.859375
119,1200.0,0.873046875
120,1210.0,0.8818359375
121,1220.0,0.896484375
122,1230.0,0.869140625
123,1240.0,0.8662109375
124,1250.0,0.869140625
125,1260.0,0.875
126,1270.0,0.8544921875
127,1280.0,0.865234375
128,1290.0,0.884765625
129,1300.0,0.873046875
130,1310.0,0.87109375
131,1320.0,0.8486328125
132,1330.0,0.8427734375
133,1340.0,0.8759765625
134,1350.0,0.8837890625
135,1360.0,0.8681640625
136,1370.0,0.8603515625
137,1380.0,0.8515625
138,1390.0,0.88671875
139,1400.0,0.865234375
140,1410.0,0.87109375
141,1420.0,0.87109375
142,1430.0,0.8720703125
143,1440.0,0.8544921875
144,1450.0,0.865234375
145,1460.0,0.8720703125
146,1470.0,0.857421875
147,1480.0,0.8818359375
148,1490.0,0.8681640625
149,1500.0,0.8759765625
150,1510.0,0.8642578125
151,1520.0,0.8759765625
152,1530.0,0.8759765625
153,1540.0,0.875
154,1550.0,0.869140625
155,1560.0,0.865234375
156,1570.0,0.8837890625
157,1580.0,0.8583984375
158,1590.0,0.8759765625
159,1600.0,0.888671875
160,1610.0,0.87109375
161,1620.0,0.8955078125
162,1630.0,0.8916015625
163,1640.0,0.896484375
164,1650.0,0.888671875
165,1660.0,0.8798828125
166,1670.0,0.8876953125
167,1680.0,0.8671875
168,1690.0,0.8857421875
169,1700.0,0.880859375
170,1710.0,0.896484375
171,1720.0,0.880859375
172,1730.0,0.873046875
173,1740.0,0.8583984375
174,1750.0,0.87890625
175,1760.0,0.8828125
176,1770.0,0.8740234375
177,1780.0,0.87890625
178,1790.0,0.87890625
179,1800.0,0.8857421875
180,1810.0,0.8818359375
181,1820.0,0.8984375
182,1830.0,0.884765625
183,1840.0,0.876953125
184,1850.0,0.8779296875
185,1860.0,0.8798828125
186,1870.0,0.873046875
187,1880.0,0.8828125
188,1890.0,0.861328125
189,1900.0,0.884765625
190,1910.0,0.892578125
191,1920.0,0.8916015625
192,1930.0,0.89453125
193,1940.0,0.892578125
194,1950.0,0.900390625
195,1960.0,0.8955078125
196,1970.0,0.8740234375
197,1980.0,0.880859375
198,1990.0,0.888671875
199,2000.0,0.8916015625
200,2010.0,0.8740234375
201,2020.0,0.8955078125
202,2030.0,0.89453125
203,2040.0,0.875
204,2050.0,0.8779296875
205,2060.0,0.888671875
206,2070.0,0.8935546875
207,2080.0,0.8994140625
208,2090.0,0.8876953125
209,2100.0,0.896484375
210,2110.0,0.8779296875
211,2120.0,0.890625
212,2130.0,0.90234375
213,2140.0,0.896484375
214,2150.0,0.8916015625
215,2160.0,0.8935546875
216,2170.0,0.8876953125
217,2180.0,0.89453125
218,2190.0,0.8828125
219,2200.0,0.900390625
220,2210.0,0.8740234375
221,2220.0,0.8837890625
222,2230.0,0.8994140625
223,2240.0,0.8935546875
224,2250.0,0.890625
225,2260.0,0.892578125
226,2270.0,0.888671875
227,2280.0,0.8896484375
228,2290.0,0.8837890625
229,2300.0,0.89453125
230,2310.0,0.875
231,2320.0,0.890625
232,2330.0,0.8935546875
233,2340.0,0.8779296875
234,2350.0,0.8818359375
235,2360.0,0.8828125
236,2370.0,0.8994140625
237,2380.0,0.896484375
238,2390.0,0.90234375
239,2400.0,0.8828125
240,2410.0,0.908203125
241,2420.0,0.9033203125
242,2430.0,0.90234375
243,2440.0,0.888671875
244,2450.0,0.8896484375
245,2460.0,0.8935546875
246,2470.0,0.91015625
247,2480.0,0.8837890625
248,2490.0,0.8994140625
249,2500.0,0.8916015625
250,2510.0,0.890625
251,2520.0,0.8857421875
252,2530.0,0.908203125
253,2540.0,0.884765625
254,2550.0,0.89453125
255,2560.0,0.892578125
256,2570.0,0.8974609375
257,2580.0,0.8984375
258,2590.0,0.8779296875
259,2600.0,0.8984375
260,2610.0,0.896484375
261,2620.0,0.873046875
262,2630.0,0.87890625
263,2640.0,0.89453125
264,2650.0,0.900390625
265,2660.0,0.8896484375
266,2670.0,0.8857421875
267,2680.0,0.8974609375
268,2690.0,0.90625
269,2700.0,0.892578125
270,2710.0,0.8984375
271,2720.0,0.890625
272,2730.0,0.8798828125
273,2740.0,0.8818359375
274,2750.0,0.8984375
275,2760.0,0.8818359375
276,2770.0,0.8837890625
277,2780.0,0.8955078125
278,2790.0,0.8935546875
279,2800.0,0.8935546875
280,2810.0,0.8798828125
281,2820.0,0.8916015625
282,2830.0,0.876953125
283,2840.0,0.8916015625
284,2850.0,0.8896484375
285,2860.0,0.8798828125
286,2870.0,0.8994140625
287,2880.0,0.880859375
288,2890.0,0.896484375
289,2900.0,0.8984375
290,2910.0,0.8974609375
291,2920.0,0.8837890625
292,2930.0,0.9052734375
293,2940.0,0.908203125
294,2950.0,0.89453125
295,2960.0,0.8857421875
296,2970.0,0.892578125
297,2980.0,0.9072265625
298,2990.0,0.8974609375
299,3000.0,0.880859375
300,3010.0,0.8828125
301,3020.0,0.8828125
302,3030.0,0.8896484375
303,3040.0,0.8916015625
304,3050.0,0.9140625
305,3060.0,0.904296875
306,3070.0,0.900390625
307,3080.0,0.90234375
308,3090.0,0.9091796875
309,3100.0,0.912109375
310,3110.0,0.896484375
311,3120.0,0.875
312,3130.0,0.900390625
313,3140.0,0.8876953125
314,3150.0,0.8896484375
315,3160.0,0.8984375
316,3170.0,0.876953125
317,3180.0,0.9013671875
318,3190.0,0.904296875
319,3200.0,0.8955078125
320,3210.0,0.88671875
321,3220.0,0.8896484375
322,3230.0,0.91015625
323,3240.0,0.9130859375
324,3250.0,0.8935546875
325,3260.0,0.896484375
326,3270.0,0.90234375
327,3280.0,0.8935546875
328,3290.0,0.9033203125
329,3300.0,0.896484375
330,3310.0,0.9052734375
331,3320.0,0.892578125
332,3330.0,0.9140625
333,3340.0,0.8994140625
334,3350.0,0.9072265625
335,3360.0,0.9052734375
336,3370.0,0.89453125
337,3380.0,0.8974609375
338,3390.0,0.8984375
339,3400.0,0.89453125
340,3410.0,0.8974609375
341,3420.0,0.908203125
342,3430.0,0.8916015625
343,3440.0,0.8974609375
344,3450.0,0.875
345,3460.0,0.8994140625
346,3470.0,0.896484375
347,3480.0,0.8857421875
348,3490.0,0.9072265625
349,3500.0,0.900390625
350,3510.0,0.8828125
351,3520.0,0.904296875
352,3530.0,0.90234375
353,3540.0,0.888671875
354,3550.0,0.90625
355,3560.0,0.8984375
356,3570.0,0.9052734375
357,3580.0,0.8974609375
358,3590.0,0.896484375
359,3600.0,0.9189453125
360,3610.0,0.896484375
361,3620.0,0.921875
362,3630.0,0.896484375
363,3640.0,0.8671875
364,3650.0,0.890625
365,3660.0,0.9111328125
366,3670.0,0.9140625
367,3680.0,0.892578125
368,3690.0,0.9169921875
369,3700.0,0.89453125
370,3710.0,0.9091796875
371,3720.0,0.896484375
372,3730.0,0.912109375
373,3740.0,0.9072265625
374,3750.0,0.91015625
375,3760.0,0.912109375
376,3770.0,0.9189453125
377,3780.0,0.8984375
378,3790.0,0.8974609375
379,3800.0,0.9189453125
380,3810.0,0.900390625
381,3820.0,0.904296875
382,3830.0,0.908203125
383,3840.0,0.8984375
384,3850.0,0.91015625
385,3860.0,0.9111328125
386,3870.0,0.91015625
387,3880.0,0.90625
388,3890.0,0.9169921875
389,3900.0,0.9189453125
390,3910.0,0.9072265625
391,3920.0,0.8994140625
392,3930.0,0.880859375
393,3940.0,0.91796875
394,3950.0,0.9072265625
395,3960.0,0.9072265625
396,3970.0,0.8994140625
397,3980.0,0.90234375
398,3990.0,0.9140625
399,4000.0,0.908203125
400,4010.0,0.904296875
401,4020.0,0.91015625
402,4030.0,0.904296875
403,4040.0,0.8994140625
404,4050.0,0.8994140625
405,4060.0,0.916015625
406,4070.0,0.90625
407,4080.0,0.91015625
408,4090.0,0.896484375
409,4100.0,0.9091796875
410,4110.0,0.8935546875
411,4120.0,0.8984375
412,4130.0,0.9033203125
413,4140.0,0.908203125
414,4150.0,0.8984375
415,4160.0,0.90234375
416,4170.0,0.919921875
417,4180.0,0.9189453125
418,4190.0,0.9072265625
419,4200.0,0.9228515625
420,4210.0,0.90234375
421,4220.0,0.9169921875
422,4230.0,0.912109375
423,4240.0,0.884765625
424,4250.0,0.9052734375
425,4260.0,0.9169921875
426,4270.0,0.8994140625
427,4280.0,0.91796875
428,4290.0,0.923828125
429,4300.0,0.900390625
430,4310.0,0.9072265625
431,4320.0,0.908203125
432,4330.0,0.9091796875
433,4340.0,0.9169921875
434,4350.0,0.9052734375
435,4360.0,0.916015625
436,4370.0,0.8955078125
437,4380.0,0.904296875
438,4390.0,0.896484375
439,4400.0,0.8974609375
440,4410.0,0.91015625
441,4420.0,0.89453125
442,4430.0,0.908203125
443,4440.0,0.919921875
444,4450.0,0.9072265625
445,4460.0,0.923828125
446,4470.0,0.9208984375
447,4480.0,0.9267578125
448,4490.0,0.9111328125
449,4500.0,0.9189453125
450,4510.0,0.9111328125
451,4520.0,0.9033203125
452,4530.0,0.91796875
453,4540.0,0.9140625
454,4550.0,0.9013671875
455,4560.0,0.921875
456,4570.0,0.9072265625
457,4580.0,0.9052734375
458,4590.0,0.91796875
459,4600.0,0.9111328125
460,4610.0,0.9169921875
461,4620.0,0.890625
462,4630.0,0.9189453125
463,4640.0,0.927734375
464,4650.0,0.9169921875
465,4660.0,0.916015625
466,4670.0,0.921875
467,4680.0,0.9267578125
468,4690.0,0.91015625
469,4700.0,0.9091796875
470,4710.0,0.9111328125
471,4720.0,0.9248046875
472,4730.0,0.9091796875
473,4740.0,0.9091796875
474,4750.0,0.9033203125
475,4760.0,0.912109375
476,4770.0,0.9091796875
477,4780.0,0.921875
478,4790.0,0.9130859375
479,4800.0,0.9208984375
480,4810.0,0.916015625
481,4820.0,0.9130859375
482,4830.0,0.919921875
483,4840.0,0.921875
484,4850.0,0.9169921875
485,4860.0,0.93359375
486,4870.0,0.93359375
487,4880.0,0.91796875
488,4890.0,0.91796875
489,4900.0,0.90625
490,4910.0,0.90234375
491,4920.0,0.9189453125
492,4930.0,0.8994140625
493,4940.0,0.9091796875
494,4950.0,0.9208984375
495,4960.0,0.9404296875
496,4970.0,0.92578125
497,4980.0,0.91015625
498,4990.0,0.9208984375
499,5000.0,0.9150390625
500,5010.0,0.9375
501,5020.0,0.921875
502,5030.0,0.90234375
503,5040.0,0.92578125
504,5050.0,0.9267578125
505,5060.0,0.9345703125
506,5070.0,0.9091796875
507,5080.0,0.9248046875
508,5090.0,0.9345703125
509,5100.0,0.8994140625
510,5110.0,0.916015625
511,5120.0,0.8994140625
512,5130.0,0.916015625
513,5140.0,0.912109375
514,5150.0,0.9208984375
515,5160.0,0.9091796875
516,5170.0,0.9169921875
517,5180.0,0.9228515625
518,5190.0,0.90625
519,5200.0,0.9091796875
520,5210.0,0.9267578125
521,5220.0,0.90234375
522,5230.0,0.9130859375
523,5240.0,0.9033203125
524,5250.0,0.9326171875
525,5260.0,0.91796875
526,5270.0,0.9248046875
527,5280.0,0.916015625
528,5290.0,0.9140625
529,5300.0,0.9189453125
530,5310.0,0.912109375
531,5320.0,0.9150390625
532,5330.0,0.9091796875
533,5340.0,0.9111328125
534,5350.0,0.9052734375
535,5360.0,0.9150390625
536,5370.0,0.93359375
537,5380.0,0.90625
538,5390.0,0.916015625
539,5400.0,0.91015625
540,5410.0,0.91796875
541,5420.0,0.9140625
542,5430.0,0.92578125
543,5440.0,0.912109375
544,5450.0,0.9208984375
545,5460.0,0.9208984375
546,5470.0,0.93359375
547,5480.0,0.90234375
548,5490.0,0.916015625
549,5500.0,0.9150390625
550,5510.0,0.9169921875
551,5520.0,0.9287109375
552,5530.0,0.8984375
553,5540.0,0.9130859375
554,5550.0,0.9169921875
555,5560.0,0.9189453125
556,5570.0,0.9052734375
557,5580.0,0.90234375
558,5590.0,0.921875
559,5600.0,0.9169921875
560,5610.0,0.923828125
561,5620.0,0.9228515625
562,5630.0,0.919921875
563,5640.0,0.9111328125
564,5650.0,0.9091796875
565,5660.0,0.923828125
566,5670.0,0.9189453125
567,5680.0,0.9189453125
568,5690.0,0.9111328125
569,5700.0,0.9111328125
570,5710.0,0.908203125
571,5720.0,0.9189453125
572,5730.0,0.912109375
573,5740.0,0.9169921875
574,5750.0,0.919921875
575,5760.0,0.919921875
576,5770.0,0.8955078125
577,5780.0,0.9130859375
578,5790.0,0.91796875
579,5800.0,0.9267578125
580,5810.0,0.9091796875
581,5820.0,0.916015625
582,5830.0,0.9140625
583,5840.0,0.9169921875
584,5850.0,0.912109375
585,5860.0,0.9111328125
586,5870.0,0.91796875
587,5880.0,0.90625
588,5890.0,0.9033203125
589,5900.0,0.9208984375
590,5910.0,0.9140625
591,5920.0,0.9248046875
592,5930.0,0.904296875
593,5940.0,0.9111328125
594,5950.0,0.9208984375
595,5960.0,0.9150390625
596,5970.0,0.9169921875
597,5980.0,0.90234375
598,5990.0,0.9140625
599,6000.0,0.912109375
600,6010.0,0.9072265625
601,6020.0,0.9150390625
602,6030.0,0.91015625
603,6040.0,0.916015625
604,6050.0,0.9091796875
605,6060.0,0.9404296875
606,6070.0,0.9150390625
607,6080.0,0.9228515625
608,6090.0,0.9248046875
609,6100.0,0.91015625
610,6110.0,0.9189453125
611,6120.0,0.91796875
612,6130.0,0.9130859375
613,6140.0,0.9130859375
614,6150.0,0.916015625
615,6160.0,0.9287109375
616,6170.0,0.93359375
617,6180.0,0.923828125
618,6190.0,0.9052734375
619,6200.0,0.9208984375
620,6210.0,0.919921875
621,6220.0,0.9169921875
622,6230.0,0.9248046875
623,6240.0,0.91015625
624,6250.0,0.9140625
625,6260.0,0.9326171875
626,6270.0,0.912109375
627,6280.0,0.9189453125
628,6290.0,0.9140625
629,6300.0,0.904296875
630,6310.0,0.9248046875
631,6320.0,0.9228515625
632,6330.0,0.9140625
633,6340.0,0.9228515625
634,6350.0,0.9287109375
635,6360.0,0.9228515625
636,6370.0,0.9296875
637,6380.0,0.9248046875
638,6390.0,0.91015625
639,6400.0,0.9140625
640,6410.0,0.927734375
641,6420.0,0.9130859375
642,6430.0,0.9296875
643,6440.0,0.91015625
644,6450.0,0.9072265625
645,6460.0,0.916015625
646,6470.0,0.9140625
647,6480.0,0.923828125
648,6490.0,0.9228515625
649,6500.0,0.9248046875
650,6510.0,0.9228515625
651,6520.0,0.9228515625
652,6530.0,0.919921875
653,6540.0,0.912109375
654,6550.0,0.91796875
655,6560.0,0.923828125
656,6570.0,0.923828125
657,6580.0,0.9150390625
658,6590.0,0.92578125
659,6600.0,0.9169921875
660,6610.0,0.921875
661,6620.0,0.9228515625
662,6630.0,0.916015625
663,6640.0,0.9228515625
664,6650.0,0.9111328125
665,6660.0,0.9296875
666,6670.0,0.921875
667,6680.0,0.9150390625
668,6690.0,0.9228515625
669,6700.0,0.9345703125
670,6710.0,0.927734375
671,6720.0,0.91796875
672,6730.0,0.919921875
673,6740.0,0.93359375
674,6750.0,0.9033203125
675,6760.0,0.9150390625
676,6770.0,0.91015625
677,6780.0,0.927734375
678,6790.0,0.9140625
679,6800.0,0.919921875
680,6810.0,0.9208984375
681,6820.0,0.9111328125
682,6830.0,0.9169921875
683,6840.0,0.9189453125
684,6850.0,0.923828125
685,6860.0,0.9228515625
686,6870.0,0.91796875
687,6880.0,0.9248046875
688,6890.0,0.9111328125
689,6900.0,0.9052734375
690,6910.0,0.9208984375
691,6920.0,0.92578125
692,6930.0,0.9208984375
693,6940.0,0.9169921875
694,6950.0,0.9140625
695,6960.0,0.9267578125
696,6970.0,0.9287109375
697,6980.0,0.921875
698,6990.0,0.9072265625
699,7000.0,0.9267578125
700,7010.0,0.9189453125
701,7020.0,0.921875
702,7030.0,0.91796875
703,7040.0,0.9296875
704,7050.0,0.9287109375
705,7060.0,0.9248046875
706,7070.0,0.9345703125
707,7080.0,0.9248046875
708,7090.0,0.9111328125
709,7100.0,0.9404296875
710,7110.0,0.923828125
711,7120.0,0.935546875
712,7130.0,0.9404296875
713,7140.0,0.9326171875
714,7150.0,0.92578125
715,7160.0,0.9189453125
716,7170.0,0.919921875
717,7180.0,0.935546875
718,7190.0,0.9287109375
719,7200.0,0.9267578125
720,7210.0,0.9267578125
721,7220.0,0.91796875
722,7230.0,0.92578125
723,7240.0,0.9267578125
724,7250.0,0.923828125
725,7260.0,0.9287109375
726,7270.0,0.9296875
727,7280.0,0.921875
728,7290.0,0.9111328125
729,7300.0,0.916015625
730,7310.0,0.91796875
731,7320.0,0.91796875
732,7330.0,0.9169921875
733,7340.0,0.9189453125
734,7350.0,0.9287109375
735,7360.0,0.9384765625
736,7370.0,0.9267578125
737,7380.0,0.9189453125
738,7390.0,0.9267578125
739,7400.0,0.927734375
740,7410.0,0.9140625
741,7420.0,0.9326171875
742,7430.0,0.9248046875
743,7440.0,0.8994140625
744,7450.0,0.9287109375
745,7460.0,0.9189453125
746,7470.0,0.9111328125
747,7480.0,0.9326171875
748,7490.0,0.92578125
749,7500.0,0.9091796875
750,7510.0,0.9013671875
751,7520.0,0.916015625
752,7530.0,0.9296875
753,7540.0,0.9267578125
754,7550.0,0.919921875
755,7560.0,0.9140625
756,7570.0,0.9189453125
757,7580.0,0.9228515625
758,7590.0,0.9248046875
759,7600.0,0.919921875
760,7610.0,0.9306640625
761,7620.0,0.9326171875
762,7630.0,0.923828125
763,7640.0,0.9052734375
764,7650.0,0.900390625
765,7660.0,0.91015625
766,7670.0,0.927734375
767,7680.0,0.919921875
768,7690.0,0.9208984375
769,7700.0,0.9267578125
770,7710.0,0.9150390625
771,7720.0,0.9189453125
772,7730.0,0.919921875
773,7740.0,0.921875
774,7750.0,0.9423828125
775,7760.0,0.93359375
776,7770.0,0.921875
777,7780.0,0.9287109375
778,7790.0,0.9287109375
779,7800.0,0.919921875
780,7810.0,0.9052734375
781,7820.0,0.9052734375
782,7830.0,0.92578125
783,7840.0,0.9111328125
784,7850.0,0.92578125
785,7860.0,0.9111328125
786,7870.0,0.9228515625
787,7880.0,0.923828125
788,7890.0,0.9169921875
789,7900.0,0.9033203125
790,7910.0,0.9150390625
791,7920.0,0.916015625
792,7930.0,0.91796875
793,7940.0,0.92578125
794,7950.0,0.9208984375
795,7960.0,0.9130859375
796,7970.0,0.91796875
797,7980.0,0.9091796875
798,7990.0,0.916015625
799,8000.0,0.9072265625
800,8010.0,0.908203125
801,8020.0,0.9208984375
802,8030.0,0.9140625
803,8040.0,0.927734375
804,8050.0,0.9267578125
805,8060.0,0.921875
806,8070.0,0.91796875
807,8080.0,0.9228515625
808,8090.0,0.9111328125
809,8100.0,0.9140625
810,8110.0,0.9111328125
811,8120.0,0.9150390625
812,8130.0,0.9140625
813,8140.0,0.9326171875
814,8150.0,0.91796875
815,8160.0,0.9248046875
816,8170.0,0.9140625
817,8180.0,0.9130859375
818,8190.0,0.923828125
819,8200.0,0.9384765625
820,8210.0,0.9208984375
821,8220.0,0.9140625
822,8230.0,0.9267578125
823,8240.0,0.9208984375
824,8250.0,0.92578125
825,8260.0,0.93359375
826,8270.0,0.931640625
827,8280.0,0.9208984375
828,8290.0,0.92578125
829,8300.0,0.9091796875
830,8310.0,0.92578125
831,8320.0,0.8994140625
832,8330.0,0.9228515625
833,8340.0,0.927734375
834,8350.0,0.9345703125
835,8360.0,0.9169921875
836,8370.0,0.9267578125
837,8380.0,0.9248046875
838,8390.0,0.91015625
839,8400.0,0.921875
840,8410.0,0.9140625
841,8420.0,0.9189453125
842,8430.0,0.908203125
843,8440.0,0.9150390625
844,8450.0,0.9169921875
845,8460.0,0.9150390625
846,8470.0,0.9150390625
847,8480.0,0.92578125
848,8490.0,0.93359375
849,8500.0,0.919921875
850,8510.0,0.9189453125
851,8520.0,0.9248046875
852,8530.0,0.9404296875
853,8540.0,0.9130859375
854,8550.0,0.9287109375
855,8560.0,0.92578125
856,8570.0,0.9248046875
857,8580.0,0.931640625
858,8590.0,0.921875
859,8600.0,0.912109375
860,8610.0,0.9130859375
861,8620.0,0.921875
862,8630.0,0.9228515625
863,8640.0,0.9228515625
864,8650.0,0.9365234375
865,8660.0,0.9296875
866,8670.0,0.9150390625
867,8680.0,0.923828125
868,8690.0,0.9189453125
869,8700.0,0.9208984375
870,8710.0,0.9287109375
871,8720.0,0.919921875
872,8730.0,0.935546875
873,8740.0,0.9365234375
874,8750.0,0.9267578125
875,8760.0,0.9365234375
876,8770.0,0.9326171875
877,8780.0,0.91796875
878,8790.0,0.9228515625
879,8800.0,0.9326171875
880,8810.0,0.9169921875
881,8820.0,0.9267578125
882,8830.0,0.9208984375
883,8840.0,0.9267578125
884,8850.0,0.9169921875
885,8860.0,0.9208984375
886,8870.0,0.916015625
887,8880.0,0.919921875
888,8890.0,0.927734375
889,8900.0,0.92578125
890,8910.0,0.919921875
891,8920.0,0.931640625
892,8930.0,0.9267578125
893,8940.0,0.9296875
894,8950.0,0.9365234375
895,8960.0,0.916015625
896,8970.0,0.9228515625
897,8980.0,0.9228515625
898,8990.0,0.9296875
899,9000.0,0.9365234375
900,9010.0,0.921875
901,9020.0,0.9130859375
902,9030.0,0.9091796875
903,9040.0,0.943359375
904,9050.0,0.93359375
905,9060.0,0.93359375
906,9070.0,0.916015625
907,9080.0,0.9267578125
908,9090.0,0.9306640625
909,9100.0,0.9208984375
910,9110.0,0.91796875
911,9120.0,0.9189453125
912,9130.0,0.9306640625
913,9140.0,0.919921875
914,9150.0,0.9287109375
915,9160.0,0.943359375
916,9170.0,0.9169921875
917,9180.0,0.923828125
918,9190.0,0.93359375
919,9200.0,0.9326171875
920,9210.0,0.9248046875
921,9220.0,0.9296875
922,9230.0,0.921875
923,9240.0,0.921875
924,9250.0,0.931640625
925,9260.0,0.9228515625
926,9270.0,0.93359375
927,9280.0,0.9248046875
928,9290.0,0.916015625
929,9300.0,0.923828125
930,9310.0,0.9267578125
931,9320.0,0.9228515625
932,9330.0,0.91796875
933,9340.0,0.923828125
934,9350.0,0.908203125
935,9360.0,0.9326171875
936,9370.0,0.916015625
937,9380.0,0.927734375
938,9390.0,0.927734375
939,9400.0,0.935546875
940,9410.0,0.9228515625
941,9420.0,0.9326171875
942,9430.0,0.9140625
943,9440.0,0.92578125
944,9450.0,0.92578125
945,9460.0,0.9150390625
946,9470.0,0.9365234375
947,9480.0,0.9345703125
948,9490.0,0.9189453125
949,9500.0,0.9267578125
950,9510.0,0.927734375
951,9520.0,0.919921875
952,9530.0,0.927734375
953,9540.0,0.9208984375
954,9550.0,0.9267578125
955,9560.0,0.9189453125
956,9570.0,0.9169921875
957,9580.0,0.923828125
958,9590.0,0.9296875
959,9600.0,0.921875
960,9610.0,0.9375
961,9620.0,0.9208984375
962,9630.0,0.943359375
963,9640.0,0.9306640625
964,9650.0,0.91796875
965,9660.0,0.9365234375
966,9670.0,0.9326171875
967,9680.0,0.935546875
968,9690.0,0.923828125
969,9700.0,0.93359375
970,9710.0,0.921875
971,9720.0,0.923828125
972,9730.0,0.92578125
973,9740.0,0.923828125
974,9750.0,0.923828125
975,9760.0,0.9296875
976,9770.0,0.935546875
977,9780.0,0.927734375
978,9790.0,0.935546875
979,9800.0,0.9296875
980,9810.0,0.919921875
981,9820.0,0.9306640625
982,9830.0,0.93359375
983,9840.0,0.9267578125
984,9850.0,0.93359375
985,9860.0,0.921875
986,9870.0,0.9169921875
987,9880.0,0.9296875
988,9890.0,0.9375
989,9900.0,0.9306640625
990,9910.0,0.9375
991,9920.0,0.9287109375
992,9930.0,0.9423828125
993,9940.0,0.9267578125
994,9950.0,0.9345703125
995,9960.0,0.9248046875
996,9970.0,0.9228515625
997,9980.0,0.931640625
998,9990.0,0.921875
999,10000.0,0.9150390625
